BALANCE	PURCHASES	ONEOFF_PURCHASES	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS
3699.694691	0	0	4000	769.962086	1698.5381
451.23106	1293.7	725.6	1200	894.932094	204.619343
591.103032	626.69	626.69	2500	786.571498	311.637186
253.640197	2607.88	1142.96	4000	1954.784637	154.583752
4222.928545	0	0	8000	1383.938805	1295.228551
884.230978	0	0	1200	883.943797	216.195821
237.344299	1266.03	170	1800	729.118157	189.433393
19.949534	0	0	2500	0	
398.726283	393.49	393.49	600	795.860389	213.548011
6991.964344	1384.92	0	13000	2814.59508	2308.020257
38.792757	1115.92	0	3500	1506.34522	85.99372
200.988312	0	0	2500	9724.871142	332.480788
2173.970603	0	0	2400	445.866028	1043.148468
158.878732	738.65	0	7500	899.2372	170.492035
1464.636143	0	0	1500	1751.449835	477.001326
190.962339	2161.22	2161.22	5000	1663.048553	148.790482
6983.408463	0	0	7700	1116.896212	25697.63772
58.83251	551.93	0	2500	437.19547	194.026175
3046.937141	0	0	5000	809.451322	673.513777
1396.279238	3380.44	1449.92	3500	5451.794841	385.003688
975.252077	1146.74	796.74	1000	1273.063087	252.66907
1622.84216	248.74	0	2500	1082.286757	384.449529
3899.763741	0	0	6500	877.767833	1454.215974
2719.639153	715.81	715.81	10000	694.102974	724.758705
347.226798	1535.49	1203.69	1000	778.913464	149.966517
8.172299	114	0	2700	123.400772	44.25482
8248.178009	1788.84	0	18000	40627.59524	2149.990102
289.353197	461.68	201	4500	282.328051	183.50739
38.91624	358.49	0	2500	479.607061	141.652641
810.739995	86.9	86.9	7500	253.775702	210.961925
438.337653	1867.9	1424.87	6500	2080.403638	204.877516
101.083401	553.36	140	3000	2515.38256	56.937337
1300.793883	1282.2	0	1200	1407.623536	1230.452069
1418.838078	0	0	1500	619.975821	519.49072
2042.585017	498.96	0	2500	414.718951	1517.202791
218.948323	1858.33	1380	4500	1934.821016	177.124786
115.467669	354	354	16500	4555.965464	211.04268
199.462047	1296.2	745.82	1800	18.125527	110.486344
143.737177	1456	361	2500	1416.600792	139.685178
45.45702	175	175	1200	212.558928	223.193529
1089.795044	0	0	1200	284.731156	331.10383
19.946102	450	0	1000	386.571651	131.349565
626.213492	0	0	1200	3566.140224	473.448279
1849.017387	0	0	2500	433.218956	837.7785
2992.591246	0	0	3500	817.050377	825.529474
2021.514867	1582.84	1554.89	2500	565.380786	486.702058
2122.066396	0	0	3000	548.182704	515.520727
4.417273	27.42	0	1800	228.417814	175.836378
825.347767	0	0	1200	426.206835	217.958559
87.462633	0	0	2000	2678.249487	114.91159
1223.909602	607	607	1200	466.149713	906.697643
83.930127	1027.64	1027.64	6000	1007.971531	106.407569
1241.025652	0	0	1800	842.814061	405.72085
268.797746	70	0	1000	105.954038	229.157988
451.404363	2196	2154.34	1800	2142.056177	184.805024
3.248979	91.26	0	3500	0	
160.873814	480	480	1500	38.770699	86.542118
982.566805	282.39	0	1000	722.645708	935.878792
4070.500764	710.8	140	4900	364.205524	3231.905456
1048.892643	0	0	1100	218.648513	598.910658
507.076999	0	0	1500	2104.053736	257.650259
158.634812	1765.38	84.8	9500	1661.464986	135.26688
976.370187	0	0	1600	3056.718074	429.217423
5.336222	57	0	5000	164.041195	124.16248
3363.288511	1123.42	865.78	4500	4772.462052	948.702747
1475.396878	5055.77	2931.91	1900	4826.844372	1879.122243
15155.53286	717.24	717.24	18000	4002.194556	3843.924668
782.392041	8168.9	3000.97	16500	7455.296139	232.694923
3157.715309	548.79	548.79	3500	3817.151157	852.200705
872.07108	853	0	4000	784.917897	276.484296
1904.495561	4044.14	2961.8	6700	6312.820074	520.454965
1186.287841	115.5	115.5	1200	446.088328	356.432463
3838.312836	0	0	9500	1419.130675	1076.233929
5975.063353	345.3	345.3	6500	2010.926039	2784.103858
2005.438728	956.05	818.73	2500	915.734963	592.444909
6749.994904	0	0	11500	4930.710131	4974.373221
6.127959	82.85	0	3500	100.08381	108.827629
1994.694769	248.75	248.75	6000	568.025868	562.654151
7404.850748	0	0	11500	13956.71873	1633.85526
6950.583049	400.98	0	12500	2008.360568	1704.533297
5976.796897	1194.52	0	6000	2722.095294	2670.210603
19.846569	0	0	1200	48.739156	97.986182
6456.515148	0	0	7500	2640.103648	1789.614843
2651.484926	908.15	0	3000	4361.679346	943.46896
1091.437438	1237.37	447.6	4500	833.893431	279.421489
28.588826	151.92	0	1000	111.631804	111.312954
703.368382	64	0	2550	179.083715	212.119486
1512.218864	1002.93	825.89	4000	328.446221	344.205824
1608.052487	0	0	5000	9933.62261	684.647727
233.961592	248.44	13	1200	219.96077	174.71331
159.36681	1277.5	0	2500	1315.820451	173.58488
27.40855	290.6	290.6	2000	315.279531	170.973738
1132.796058	519.79	519.79	1200	642.723631	436.088187
101.874313	70	70	2500	464.687342	178.912575
862.753623	1282.38	0	11500	930.179257	179.698273
3753.102666	0	0	11000	1029.476417	921.100658
996.223227	0	0	8000	2369.167737	226.016919
4035.138453	0	0	7000	1474.388466	927.057881
1845.210833	0	0	4500	331.387568	600.297574
46.56216	261.16	0	4000	230.605229	179.077671
299.179091	1147.23	1071.7	4000	1460.796216	80.470536
2917.079199	0	0	3000	1360.117166	1562.665426
3062.16821	2253.98	920.54	9000	1132.237548	960.131857
320.33625	0	0	6500	1746.672526	194.539211
24.176932	189.85	189.85	3000	184.60455	100.687061
5496.421462	0	0	6000	1292.534876	1605.355165
0.074724	0	0	1000	1628.657052	11.51534
6063.976197	3987.01	3531.24	7500	1423.187576	1583.370963
2669.587009	0	0	6500	666.186973	655.620366
86.206262	626.28	210.7	3000	729.334233	164.106431
958.26975	0	0	1000	327.333462	308.017569
10929.05958	675.89	500.39	12000	2639.956641	3049.937917
11581.9335	0	0	13000	2132.826323	4814.853217
207.209597	13.66	0	7000	1703.339459	208.367436
3139.267322	5393.36	2094.44	3000	4173.119357	5573.463031
2689.895528	0	0	2900	639.484442	640.261805
1406.627442	2315.86	1339.26	4000	3176.971719	462.419982
1594.485356	2650.91	2123.9	7000	1416.618009	427.14706
3755.184007	3211.86	1420.58	11000	3198.261943	960.856638
38.795708	229.48	229.48	3050	392.882251	132.864883
37.911473	254	84	3000	248.076679	185.502626
1723.804529	3145.79	997.29	6000	995.065501	387.473541
165.290723	971.2	971.2	1000	1922.505496	124.779308
683.391465	0	0	3000	346.494649	159.136566
10.358325	98.83	98.83	7000	116.299635	145.320085
1063.614099	0	0	1200	206.505212	316.230814
98.290292	4440.8	4440.8	1500	7150.995346	119.097785
1540.879308	0	0	4000	720.558343	334.635642
3083.636304	250	0	10000	4669.193554	893.368255
1098.457059	0	0	1200	224.204359	551.721679
4836.914446	305.6	305.6	16500	2547.923816	1602.370029
131.069154	1315.39	313.08	3500	1123.656185	182.23728
49.564532	433.5	273.94	9000	465.466079	148.914581
1967.70274	744.9	669.9	4000	449.758817	647.309788
1669.128355	0	0	1800	528.612762	607.334479
56.116326	368.47	368.47	2500	174.470592	167.4688
227.184126	50	50	5500	2074.177677	162.04957
1417.157652	562.5	0	1500	987.794574	861.298259
1406.483149	0	0	1500	214.423727	362.96484
0	581	0	1000	692.523718	
1124.582725	0	0	1200	446.251464	228.206218
110.409387	992.88	992.88	4500	791.103098	148.537836
4929.758948	4939.1	4939.1	6000	3952.187547	5234.368383
687.378139	74.42	0	700	353.250281	492.588377
7.167028	99	99	6000	196.556706	85.643203
49.433937	387	0	3000	335.472854	122.280528
1427.949491	0	0	1800	2163.873958	329.166007
17.141376	182.1	33.6	6000	255.074373	93.628909
2285.655394	3648.73	2517.43	7000	586.67656	558.834333
341.149186	48.78	48.78	500	256.731955	259.3518
91.705554	1468.1	1468.1	3000	1502.962138	110.071016
2032.338405	158.24	0	2500	625.314406	632.198197
4.12565	25.69	25.69	4500	163.352538	128.336305
709.473364	548.85	385.29	1200	381.15677	213.8837
8048.03442	0	0	12000	2165.252987	2164.447843
2755.306896	2754.49	1974	13000	4843.691023	774.60303
348.646985	230	230	1200	443.364076	271.562248
472.663708	310.44	0	4000	2493.243567	222.654608
387.585128	0	0	3000	0	
120.658015	349.12	349.12	2700	383.414493	163.463142
105.385636	1536.31	344.91	3000	1639.344093	161.467632
2843.942194	0	0	3000	869.193769	910.703762
28.315171	225.02	111.7	10000	315.246249	118.313994
949.530268	45.65	45.65	1000	303.450157	456.016895
34.706824	242.9	242.9	1500	85.290895	174.958496
3596.749572	0	0	6000	1499.401344	765.099049
49.920897	400.19	400.19	8500	363.703322	177.221407
120.945829	33.38	0	1000	514.002301	148.330512
1118.479084	325.95	203.96	2400	290.888289	369.130795
216.184011	0	0	1200	243.64342	173.667325
3997.572659	0	0	4500	1456.274689	1310.022633
1906.703614	780	0	3000	1338.303471	598.649198
1747.359784	0	0	1800	700.732344	755.249544
2363.615492	1441.32	374.64	6000	1055.392983	988.408977
1247.196735	243	243	1200	529.091477	919.446681
336.640397	589.59	165	5000	839.728514	184.635553
135.493002	0	0	1200	1844.110066	185.379277
957.980588	424.76	0	5000	504.56116	337.959338
965.236679	2786.08	763.82	4500	1399.589495	244.198717
260.409355	545.34	257.34	1500	384.809868	189.1629
2772.790822	337.98	0	3000	1043.396353	1046.955311
1305.266304	1078.89	844.99	5000	164.080259	191.069553
1153.335938	886.56	0	1000	724.171914	2256.223464
633.388444	830.45	830.45	6000	497.263402	239.606651
5830.700298	4079.01	507	11500	2038.201869	1375.326986
4931.40051	540	540	11500	1174.80652	1147.961544
344.532447	3603	1990.05	6000	2912.826118	186.295633
743.52397	962.78	278.48	1000	402.895757	794.825011
1161.901683	10903.22	7841.79	12000	10799.00074	235.88019
10.451064	405.93	405.93	6500	831.748202	165.599724
256.028048	627.42	0	2500	288.225797	174.799517
1109.172807	190	190	1500	795.189855	331.294133
15.307062	71.52	0	1500	55.180487	69.3025
1056.954525	0	0	2500	498.592426	250.571856
4797.567431	0	0	5000	5965.070573	2108.574767
42.363094	0	0	1200	440.939379	39.551362
608.422266	0	0	4000	600.277524	369.688294
7.950803	92.2	0	3000	152.592178	125.684033
927.983543	1321.52	1321.52	4500	527.949934	264.030133
821.933113	987.26	872.64	6500	1605.098906	212.082883
46.773238	2166.56	0	3000	1969.308069	100.53897
42.755706	350.94	284.29	5000	1191.823088	195.006921
95.731707	632.3	200	2000	606.576346	173.221204
889.767658	2997.02	1823.02	7000	2199.48968	244.279734
1456.399956	0	0	2500	2793.487295	545.874795
72.372971	456.7	456.7	1200	312.287787	163.340754
405.052353	515.14	69	4500	281.491353	280.482025
855.811816	1960.18	306.18	3000	2043.814652	324.863481
1074.258487	11.35	0	1200	421.348577	206.637191
3024.642476	0	0	8000	578.458133	1031.5915
597.410794	344.75	289.3	2500	2026.647785	172.765035
43.20377	308.22	0	2000	331.111373	162.258275
79.517489	335.38	270	3000	413.920617	122.063597
35.16925	272.34	0	1500	386.322209	104.5487
5177.774511	1562.74	979.99	9000	3770.423728	1262.016427
80.298186	1090	0	4500	1015.891727	166.102478
1202.204204	435.04	435.04	1200	686.958695	847.988773
31.161679	300	0	11500	619.179957	162.175915
176.162762	1814.64	1614.64	4000	1847.959268	81.667964
703.407676	637.84	0	4500	888.272466	210.538977
445.921101	1580.56	701.61	2500	3992.8893	185.418931
3083.784255	0	0	5500	1033.581612	746.430888
31.111548	110	110	8000	228.192095	73.146612
503.732786	1730.3	1401.15	2500	2293.371099	179.553478
176.837859	108.39	0	1500	56.561603	174.299229
94.537529	1399.55	1399.55	7500	471.663042	209.623931
661.940291	755.14	482.9	6500	2284.482833	247.277952
8.799432	1591.48	218.8	2000	1496.045221	72.016021
3106.418215	0	0	10000	11508.41333	1296.671661
827.393597	693.89	0	1500	1954.590955	700.486647
0	94.5	0	1500	0	
4361.964176	0	0	4500	1041.187421	1583.295751
73.10055	78.09	0	4000	93.718849	256.977391
7.047482	321.07	321.07	3000	285.785253	52.529089
353.895121	2073.54	2073.54	700	1633.858307	156.422554
5911.506531	0	0	8000	1156.310659	1880.717414
8.523984	130.32	0	1500	64.34569	100.347627
3096.831684	4492.85	1076.95	10000	3853.65899	708.700191
2468.506177	0	0	2500	601.740186	1085.79506
1341.000157	1355.77	1220.45	4000	553.207757	351.43166
169.343874	1553.8	1553.8	16500	1921.042991	125.895667
18.112481	206.69	0	2000	259.021737	95.4525
287.493279	1709	1709	2283.333333	5120.550705	259.56173
38.013028	469.62	0	4000	744.854844	68.98672
8.570991	149.55	149.55	5000	447.377119	97.176376
7.20735	152.02	0	1000	219.445915	99.133361
15.667283	147.48	0	3000	137.105608	124.544483
955.159037	440.57	45.65	1000	684.090131	591.385845
827.255067	281.97	0	1000	298.808637	232.286208
2472.017517	2317.89	1716.02	5500	647.118596	769.790351
22.322215	448	190	3000	1262.320878	132.889435
1764.083164	329.47	0	1800	789.269658	798.373689
23.651198	250	0	1200	475.347623	173.942309
1886.811282	146.73	146.73	3000	2817.269516	523.086888
232.140345	552.66	76	500	1123.972876	332.553992
17.092052	1160	0	7000	1587.607855	78.175369
4746.953711	0	0	11000	1257.708437	1029.681413
30.969957	319.67	319.67	7500	103.198108	55.782805
201.463595	2148.34	638.34	5000	1951.521978	147.236428
322.411152	1506.92	813.02	2500	1567.278435	167.076537
1129.185643	0	0	1500	1275.071841	293.203915
99.643727	677.68	655.68	3000	809.678399	148.487769
651.394216	2529.64	1014.32	7500	2334.314811	200.435964
1409.256223	4569.65	1748.94	30000	5772.813158	472.103929
194.927	2061.48	1613.06	8500	1937.914753	144.660755
6758.987905	198.96	26.6	11000	2337.875284	3171.185979
2332.496766	0	0	9700	803.519921	548.26632
1860.469601	0	0	4000	560.883507	436.589785
920.529926	462.33	462.33	1200	514.839542	318.922693
3347.700395	5967.42	5016.08	11500	3012.483841	811.061687
947.70851	483.4	483.4	2000	394.907752	280.049702
574.032791	1606.51	0	1000	1844.561564	449.515886
3067.274152	0	0	3500	692.136868	877.674613
768.881695	408.59	408.59	2500	2095.952073	250.856639
1190.884428	0	0	2000	290.690807	251.393985
1710.119356	1697.15	122.9	7500	1161.146904	390.404693
229.878735	0	0	3000	101.7826	203.285024
4766.360515	2894.04	2583.82	20000	1302.79339	1245.948419
3007.664861	534.26	365.51	16000	3007.94197	807.008705
1871.597836	3220.25	208.49	5500	448.564207	559.391166
1455.745146	266	266	1500	284.966485	302.737808
1986.558317	0	0	6500	653.211583	587.112789
36.174755	315	0	1000	294.181491	166.626282
129.836526	1433.99	743.99	4000	1363.134203	141.64886
206.978089	0	0	3000	936.856845	163.934517
1192.594159	1324.82	1000.12	6000	610.477936	361.259813
50.564486	84	84	2000	474.054081	222.202924
62.104602	377.62	0	2500	548.900318	99.168927
56.945201	328.1	328.1	6500	437.845434	117.947254
8.421315	60	60	6000	250.155585	122.06814
15.810927	246.29	246.29	500	149.886496	23.3231
44.613002	281.7	281.7	7500	401.455848	75.081916
2342.724406	0	0	8000	6049.990217	517.090852
3164.714813	839.65	815.65	4000	740.325412	1010.532573
2068.865586	0	0	2500	607.215424	496.404113
0	265.76	0	1500	288.141157	14.094123
14.891908	59.8	59.8	500	98.211239	119.964053
1367.301373	231.41	0	2500	107.242408	257.56864
299.82542	480	130	1000	113.970639	100.59858
0	0	0	500	2437.932505	
1176.088299	0	0	1200	27.832777	7751.321328
1164.125671	0	0	3500	244.853194	748.670976
25.499945	62.53	62.53	1700	1637.518241	110.864194
3646.30636	594.88	133.9	9000	732.79341	1135.596349
164.583178	1489.28	918.48	3500	1858.087268	176.445411
2980.628942	1352.52	1352.52	10000	782.875155	760.415003
3350.186138	0	0	4500	1161.817205	902.109479
1101.8547	0	0	2100	292.271318	282.262223
468.294595	4164.14	3215.54	4000	3958.926162	203.066713
63.928065	183.6	0	1500	141.055898	171.950243
906.613422	0	0	3000	1450.04403	229.914965
798.693995	0	0	3000	180.865117	301.842645
3.750633	159.6	0	4500	966.963956	14.83825
1281.842665	0	0	1500	576.243687	407.81451
863.130387	37.3	37.3	1000	164.343581	176.441403
50.302615	0	0	500	511.341658	186.033645
33.817964	232.45	0	1800	243.407128	141.988053
559.917793	4760.11	2907.18	4000	3632.719723	239.701062
2671.979402	1469.66	1427.43	3000	4047.049777	1682.737989
814.781581	832.7	832.7	4000	265.237605	226.573606
1184.434511	99.8	99.8	3000	3497.925485	512.876256
3.198999	45.87	0	3000	89.700598	14.369082
33.267171	341.45	0	5000	361.47312	156.23979
261.462528	2893.57	1690.63	10000	2567.609796	182.974604
2659.411879	177.62	177.62	4000	577.131439	624.924987
8.077527	125	0	1500	155.940858	97.910986
115.937936	0	0	1800	109.424145	229.044312
69.37782	588.02	71.3	7000	1596.674994	241.434175
61.588389	250	39	1000	282.556704	149.753219
2.081357	26.49	26.49	7500	78.573329	42.09528
3092.189629	60.82	0	3500	856.196277	889.485238
564.325877	0	0	600	239.847051	336.627401
10.684577	300	0	4000	368.807294	
2067.148279	792.68	441.9	3500	697.332323	611.827896
966.732798	1093	1093	7500	1226.547045	218.206833
4099.755913	0	0	12000	3005.016513	929.740389
1507.001995	209.1	209.1	1800	443.628394	417.620633
2220.864979	2884.42	1327.83	4500	1355.527973	555.596549
92.325796	371.16	0	2000	205.804949	170.367631
3583.515054	5683.71	219.98	3000	4752.379612	8296.912755
3343.299372	790.8	0	5000	1325.639966	848.308643
2133.901379	303.03	9.03	3000	1512.770602	615.208288
217.993205	2435.21	1681.89	7500	2024.009974	193.289032
50.803778	0	0	1500	1272.269385	28.024972
319.037744	1262.28	1262.28	10500	1350.541585	218.810614
100.208311	0	0	3000	175.911508	145.244181
7.168805	88.04	88.04	1500	553.411253	85.677168
1747.876077	0	0	3000	495.398338	379.91166
519.444307	525	0	1000	1500.456687	806.258492
4320.267209	117.23	117.23	8000	1200.321938	1017.299239
2811.486863	692.52	692.52	3000	1848.537683	2532.728316
125.793836	630	0	1000	373.891965	166.265696
3798.323722	0	0	4000	916.384302	1193.658503
4274.488095	0	0	10500	9836.835644	1115.092967
900.557796	1865.55	1865.55	3000	676.956491	232.309851
858.857651	1013.61	631.13	2500	739.761292	257.745004
6537.852206	2598.51	2422.55	16000	2209.410409	1385.561503
1793.970596	1004.9	1004.9	2500	2697.139893	466.169801
3215.903805	745.48	0	2500	0	
1893.704851	4124.81	3035.9	6500	3235.222635	415.452888
7.50839	95	95	4000	547.880399	84.010008
1180.178744	233.35	233.35	14000	599.388563	336.726753
3232.101217	495	495	5500	5434.899642	1006.907571
6963.435383	2951.93	2951.93	8000	1069.094662	11142.93224
368.330629	1029.29	1029.29	6500	1393.630631	170.881343
0	66.75	0	4000	0	
4.421403	95.59	22.03	4500	186.546816	50.283744
41.049799	413.31	133.31	6000	475.939508	106.476161
3611.316106	2400.71	1479.24	11500	3911.840079	795.275831
3214.579198	0	0	4000	2232.66712	748.463466
339.183041	139.5	139.5	1200	877.494612	167.323383
477.16584	1342.51	1072.51	8500	1089.226019	211.335301
3711.955487	1241.4	626.4	11000	848.624102	855.287602
390.008261	0	0	2500	250.588485	205.177541
2251.896834	1331	1321.1	12500	4571.887377	502.626418
2461.015559	0	0	6500	8328.730628	982.558921
9309.635579	9007.67	8775.37	15000	5528.180381	2618.776868
4355.982388	0	0	7500	1188.602797	1142.583303
62.996845	779.7	290	9000	775.601851	155.518201
22.879526	171	0	1500	152.51735	85.653871
4719.819043	2143.73	1292.78	12500	1031.151095	1032.193959
1241.565972	3637.75	3396.25	7000	8754.779769	407.886506
49.198038	699	699	1800	69.941439	166.648868
662.691336	0	0	1200	107.916464	291.705634
4587.062248	333.28	0	5000	1234.809537	1673.959822
169.639713	1970.49	1009.85	12000	1643.812227	195.514075
2823.212665	2814.23	2814.23	7500	1150.696529	662.5686
2.880247	250	250	2000	1401.222628	159.142575
47.193664	132	0	2500	267.057792	170.357282
597.628578	1430	1200	1500	4032.106936	262.884347
2872.798614	27.16	0	5000	507.240956	1102.034141
3350.116932	39.8	39.8	8000	1809.711855	907.682774
13.221335	108.84	0	1500	69.973565	85.417572
1083.120149	0	0	1200	1481.809323	240.79407
777.616173	0	0	9000	2245.358858	217.630638
122.684019	1267	247.88	2500	1263.464175	111.639152
1615.968515	270	0	6000	3434.362444	364.334809
434.099616	4392.05	3817.98	6000	4076.914448	188.019302
820.700166	0	0	1500	1892.507498	267.650667
7.625765	110.68	0	4000	0	
1428.118364	119.34	0	1200	2545.222796	7960.080674
1324.038811	1862.96	1862.96	4400	954.962296	323.536714
1190.800122	1864.79	1002.22	3000	1617.884909	255.931146
2580.169522	0	0	3000	1809.765794	638.475926
371.866448	2825.85	2506.84	10000	2137.437449	233.649807
1280.732187	0	0	1500	397.461163	380.286525
975.416023	9586.1	7916.74	12000	8906.373361	214.210554
122.113869	1105.92	0	2500	1105.854643	173.332353
1262.631995	405	405	7000	586.551078	424.343093
143.553904	1778.76	726.88	7000	1303.254323	161.824942
1037.797184	103.27	103.27	2500	326.649398	254.195184
1938.576334	333.54	310.19	2000	867.233681	586.992382
6257.390416	9228.97	9081.24	9400	2139.278062	3537.101876
14.570032	89.58	0	1500	71.641741	83.215986
39.241601	199.56	0	3000	1558.673423	223.538858
871.499977	20	20	2000	278.265172	277.580245
180.750232	266.64	0	3500	1172.975952	175.62276
4107.157763	279.71	279.71	5000	8627.985927	1211.424432
58.313733	499	0	1500	526.368079	76.744713
5665.802895	0	0	10500	1290.753615	1629.315325
1340.671346	0	0	1500	514.124193	519.856738
43.762299	422.24	347.24	3000	280.83786	119.087402
111.449845	1389.94	0	1300	1356.270465	167.215217
138.489138	1455.68	1237.92	500	1330.92776	177.486834
70.976464	0	0	1000	1860.536797	69.470274
49.378783	542.34	542.34	2700	387.944071	113.60971
4295.964134	0	0	7500	934.137744	1259.264875
1017.071792	0	0	4500	4992.302341	665.402509
138.459191	327.94	0	5000	188.683162	208.663344
289.537597	1216.7	1216.7	5000	788.58998	188.958312
74.755978	553.7	248.7	1000	467.131192	169.840535
16.59641	220.48	220.48	5000	302.180025	60.558319
51.004807	431.93	0	4000	1089.402716	135.20894
1489.224372	1209.56	890	12500	6831.656434	717.304514
57.70484	772.46	85	4000	770.916661	95.057442
99.446029	0	0	1200	7142.732735	127.577579
186.054174	2126.81	1529.8	7000	1998.999896	178.290009
2948.447663	0	0	3000	207.448103	13350.55682
127.895284	1085.16	134.9	1000	469.114905	172.662882
18.014226	130.5	0	1500	176.874316	151.915915
6.86049	114	114	2000	1081.831337	
1908.569743	0	0	5400	2118.553043	471.692662
437.735369	483.65	483.65	6000	1497.949644	211.310481
1245.976021	0	0	1800	328.825762	287.194759
1019.133646	9249.73	2326.09	9000	8716.674684	240.332998
1844.889665	1848.24	1848.24	3400	1239.278015	427.761699
952.431767	3882.65	3527.65	3500	3823.141055	252.01094
1848.758853	3588.13	399.76	6700	4923.193295	413.007713
1181.852384	750.78	0	1200	1080.501526	1752.604791
382.870641	2972.92	2479.1	1200	3753.091608	161.92571
1459.803597	0	0	1500	436.226459	602.777344
162.972111	1586.6	0	2500	1577.161232	203.807999
1396.214811	3729.35	2489.35	2500	1550.474014	363.926512
225.282024	545.68	0	6500	1097.963345	176.797021
454.552808	0	0	1200	163.85665	297.132962
1785.90226	0	0	1800	287.777315	9294.994141
535.291589	824.61	438.57	4000	314.512747	159.094115
6.697211	64.69	64.69	10500	372.572278	81.447345
5.377296	69	69	2000	92.031894	46.267546
4020.130769	79.62	79.62	9500	7058.832194	1040.283795
1117.33657	0	0	1200	272.177301	395.344077
15.848963	150	0	1600	119.468878	68.370436
900.541751	15.8	0	7000	1542.583506	375.127536
2544.378002	1108.54	1108.54	3000	524.24945	831.65824
1852.646433	2600	2200	6000	1362.425769	727.429491
0	0	0	3000	6112.512276	
581.24856	556.83	484.88	1500	328.462817	345.557752
504.409631	338.9	199	2500	829.691401	190.314886
142.430458	1488.84	0	5000	1450.096836	178.871755
7057.524237	2761.76	163	7000	3083.16422	8724.958739
958.920206	66.7	0	1000	302.656395	800.097611
15.257465	238.25	0	3000	4.841543	111.741197
0.009684	79.24	0	6000	688.614293	35.978677
385.763111	232.93	232.93	2500	989.738532	152.762176
1780.188356	845.67	31.5	2500	3989.545295	566.947431
1.841583	67.5	0	2500	110.266434	209.339591
1839.122533	1055.32	0	6500	2842.037627	541.368131
15.008041	108.95	49.8	1500	149.853315	131.972396
2106.417286	2151.93	1386.67	4200	2190.962493	601.921408
2676.263845	0	0	3500	636.709165	558.717246
500.219415	27.05	0	1200	104.687781	300.921255
4128.31155	0	0	5000	1082.274035	1107.973906
1018.350846	0	0	3000	263.238508	334.618726
10.678354	50	50	3000	71.90595	91.526002
1273.731635	0	0	1500	755.520686	568.672226
58.12945	576	0	1500	505.433563	163.327553
153.637431	1495.41	941.41	4500	1345.989788	163.177278
1667.146414	4343.82	3818.84	7500	3798.443473	425.9899
1648.701838	740.7	650.9	2500	885.070007	366.004256
15.330559	144.64	0	1000	198.970881	96.044022
5772.250286	255.25	150	6500	1385.482263	1378.644403
73.704935	554.67	0	4000	578.565706	175.221326
2933.068755	0	0	10000	2201.09767	612.068106
1421.419262	1669.2	274.19	8500	7684.307278	521.675562
424.938385	4060.58	1696.94	7500	4308.448155	184.69761
1033.371763	2361.97	1591.05	3000	2097.161809	245.746831
0	120	0	4000	140.890144	
5861.100691	64.71	64.71	9000	7371.459399	2791.366849
3987.467435	146.53	45	6000	1316.698331	1252.705624
1606.56766	0	0	4500	3883.138519	638.672701
1630.991993	578.9	0	2500	574.051951	940.119465
95.887902	769	325	4000	958.996228	151.156275
1804.401706	40	40	2500	2459.382382	679.004285
1447.267049	0	0	1500	315.87129	298.701546
1268.250294	167	167	1800	467.080947	404.439747
668.291862	248.77	0	1500	2482.201611	244.376255
50.853021	428.75	0	8000	319.919021	107.187821
241.001768	1888.88	1000	1000	3450.990535	185.857663
157.763858	211.07	211.07	1400	994.915444	186.548599
724.854858	185.63	185.63	1300	1474.929946	441.741032
147.527826	0	0	1200	114.87215	198.55418
581.916416	5723.9	3780.51	7500	5666.333186	186.941527
5292.264382	0	0	8000	994.210187	1051.709303
2762.536531	0	0	3000	652.759069	6038.567518
273.429593	8534.58	7875.08	5000	7512.513474	131.710372
12.039121	274.98	0	1500	310.575541	
1451.993504	0	0	2000	251.384712	228.826381
90.017392	1247.39	427.02	5000	762.863333	115.044143
0.920339	343.4	0	3000	347.01723	13.714895
1071.748626	0	0	3500	513.503781	436.115043
303.929544	0	0	1200	1471.642879	146.079539
1938.648722	0	0	6000	1732.275197	457.524824
79.432369	799.83	81	3000	786.407104	179.622447
670.885072	341.9	215.18	4000	409.29211	185.805592
1494.69695	0	0	3000	582.828406	318.94963
114.361988	2141.32	98	6500	3361.500799	47.676403
2002.429291	3500.03	1814.42	6000	1619.62737	537.587864
2135.646123	114	114	8000	577.415935	768.591692
943.584041	103	103	1000	215.325023	410.484825
4785.789559	0	0	9500	687.474829	1010.781349
1436.996287	0	0	1500	292.521349	503.505212
5.313086	71.75	0	3000	112.61746	99.423595
365.48242	1618.31	1000	1000	1366.668756	380.796942
322.383609	2903.17	935.82	4000	2826.698853	181.386587
3497.200665	1350.13	519.8	4000	1882.437447	1279.813588
3720.59375	345	0	4500	977.281878	1592.232637
5598.352813	0	0	6000	1421.321273	1718.462688
0	933.75	0	4000	0	
2.777589	0	0	3000	0	
3362.979048	90	90	5000	1599.377333	765.036103
563.459762	420.06	283.36	1200	70.500843	97.68575
31.980197	300	0	7500	214.796949	99.124898
1964.369476	0	0	3000	636.224436	675.460542
740.704213	1311.76	524.8	3500	5149.432038	277.233099
991.949111	945.43	945.43	1500	1448.269927	1950.911172
37.615084	229.5	0	6000	229.256141	180.598109
2266.220776	125.32	125.32	3000	657.190307	633.370465
262.25861	2269.74	614.5	3000	2239.223522	188.5229
14.5923	200.4	0	4000	196.541494	156.086837
833.541256	0	0	2500	180.104404	282.085369
116.172752	0	0	3000	0	
